call_id,method,invite_time,response_times_ms,final_status,latency_ms,anomaly,latency_100,latency_180,latency_200,invite_to_180_gap,anomaly_flag
00008E86-00001510-63E17525-5039@2001:1234:5678:aaaa:20a:e4ff:fe89:3fbe,INVITE,2015-08-11T13:43:16.342264,"{'100': 22, '180': 80, '200': 106}",200 OK,106.0,False,22.0,80.0,106.0,58.0,-1
00008E90-00001510-63E17525-5040@2001:1234:5678:aaaa:20a:e4ff:fe89:3fbe,INVITE,2015-08-11T13:43:16.378397,"{'100': 13, '180': 109, '200': 139}",200 OK,139.0,False,13.0,109.0,139.0,96.0,-1
00008E8C-00001510-63E17525-5041@2001:1234:5678:aaaa:20a:e4ff:fe89:3fbe,INVITE,2015-08-11T13:43:16.414485,"{'100': 9, '180': 90, '200': 133}",200 OK,133.0,False,9.0,90.0,133.0,81.0,-1
00008E8E-00001510-63E17525-5042@2001:1234:5678:aaaa:20a:e4ff:fe89:3fbe,INVITE,2015-08-11T13:43:16.450688,"{'100': 10, '180': 90, '200': 144}",200 OK,144.0,False,10.0,90.0,144.0,80.0,-1
00008E87-00001510-63E17525-5043@2001:1234:5678:aaaa:20a:e4ff:fe89:3fbe,INVITE,2015-08-11T13:43:16.485792,"{'100': 16, '180': 62, '200': 109}",200 OK,109.0,False,16.0,62.0,109.0,46.0,-1
00008E8A-00001510-63E17525-5044@2001:1234:5678:aaaa:20a:e4ff:fe89:3fbe,INVITE,2015-08-11T13:43:16.522967,"{'100': 8, '180': 98, '200': 144}",200 OK,144.0,False,8.0,98.0,144.0,90.0,-1
00008E96-00001510-63E17525-5045@2001:1234:5678:aaaa:20a:e4ff:fe89:3fbe,INVITE,2015-08-11T13:43:16.559006,"{'100': 36, '180': 111, '200': 135}",200 OK,135.0,False,36.0,111.0,135.0,75.0,-1
0000007E-00001B20-63EA5FFB-1730@2001:1234:5678:aaaa:226:2dff:fe08:e7ba,INVITE,2015-08-11T13:43:16.569372,"{'100': 3, '180': 94, '200': 122}",200 OK,122.0,False,3.0,94.0,122.0,91.0,-1
00008E81-00001510-63E17525-5048@2001:1234:5678:aaaa:20a:e4ff:fe89:3fbe,INVITE,2015-08-11T13:43:16.666485,"{'100': 12, '180': 115}",,,False,12.0,115.0,,103.0,-1
0000076B-00001520-63E966C6-1821@2001:1234:5678:aaaa:226:2dff:fe08:e7ba,INVITE,2015-08-11T13:43:16.678679,"{'100': 2, '180': 64}",,,False,2.0,64.0,,62.0,-1
0000076C-00001520-63E966C6-1822@2001:1234:5678:aaaa:226:2dff:fe08:e7ba,INVITE,2015-08-11T13:43:16.681515,"{'100': 1, '180': 54}",,,False,1.0,54.0,,53.0,-1
aK5q9iC-8e95c8*0000076C-00001520-63E966C6-1822%2001:1234:5678:aaaa:226:2dff:fe08:e7ba@hpe1cscfn10.ims9.nsn.com,INVITE,2015-08-11T13:43:16.702153,{'180': 16},,,False,,16.0,,,-1
0000006B-00000B24-63DEE041-8126@2001:1234:5678:aaaa:226:2dff:fe08:e7ba,INVITE,2015-08-11T13:43:16.717713,"{'100': 1, '180': 64}",,,False,1.0,64.0,,63.0,-1
